person_id_random,date,transaction_type,direction,amount
6972053524,2015-08-26,buy_mpesa_credit,in,600.0
6972053524,2015-08-26,send_money,out,530.0
6972053524,2015-08-26,buy_mpesa_credit,in,1000.0
6972053524,2015-08-26,send_money,out,500.0
6972053524,2015-08-26,transfer_to_mshwari,out,400.0
6972053524,2015-08-27,transfer_from_mshwari,in,400.0
6972053524,2015-01-27,send_money,out,380.0
6972053524,2015-01-27,buy_mpesa_credit,in,500.0
6972053524,2015-10-05,transfer_to_mshwari,out,100.0
6972053524,2015-10-05,transfer_from_mshwari,in,100.0
6972053524,2015-10-13,send_money,out,5000.0
6972053524,2015-10-12,buy_mpesa_credit,in,30000.000000000004
6972053524,2015-10-13,send_money,out,1530.0
6972053524,2015-10-13,send_money,out,900.0
6972053524,2015-10-13,send_money,out,3050.0
6972053524,2015-10-15,transfer_from_mshwari,in,200.0
6972053524,2015-10-14,transfer_to_mshwari,out,1000.0
6972053524,2015-10-14,transfer_to_mshwari,out,2700.0
6972053524,2015-10-16,transfer_from_mshwari,in,900.0
6972053524,2015-10-16,transfer_from_mshwari,in,100.0
4345724251,2014-05-24,transfer_from_mshwari,in,250.0
2669649960,2014-05-27,send_money,out,3950.0
2669649960,2014-05-27,send_money,out,327.0
2669649960,2014-05-28,send_money,out,1000.0
2669649960,2014-05-29,buy_mpesa_credit,in,1000.0
2669649960,2014-05-29,send_money,out,2800.0
5248964653,2014-10-28,buy_mpesa_credit,in,100.0
5248964653,2014-10-28,buy_mpesa_credit,in,500.0
5248964653,2014-11-01,buy_mpesa_credit,in,1000.0
5248964653,2014-11-02,send_money,out,1030.0
5248964653,2014-11-06,buy_mpesa_credit,in,300.0
5248964653,2014-11-21,buy_mpesa_credit,in,100.0
5248964653,2014-11-27,buy_mpesa_credit,in,100.0
5248964653,2014-11-27,buy_mpesa_credit,in,100.0
5248964653,2014-12-03,buy_mpesa_credit,in,150.0
3307407390,2015-02-10,send_money,out,3200.0
1389690912,2015-04-10,send_money,out,4050.0
1389690912,2015-04-09,send_money,out,3000.0
1389690912,2015-05-05,send_money,out,949.9999999999999
1389690912,2015-05-21,send_money,out,2500.0
1389690912,2015-05-22,buy_mpesa_credit,in,1300.0
1389690912,2015-06-01,buy_mpesa_credit,in,10000.0
1389690912,2015-06-01,buy_mpesa_credit,in,8000.0
1389690912,2015-06-01,buy_mpesa_credit,in,4200.0
1389690912,2015-06-01,send_money,out,500.0
1389690912,2015-06-02,send_money,out,1500.0
1389690912,2015-06-03,buy_mpesa_credit,in,1500.0
1389690912,2015-06-03,send_money,out,2800.0
1389690912,2015-06-07,send_money,out,1027.0
1389690912,2015-06-11,send_money,out,500.0
1389690912,2015-06-13,buy_mpesa_credit,in,2000.0
1389690912,2015-06-14,send_money,out,1200.0
1389690912,2015-06-15,buy_mpesa_credit,in,4000.0
1389690912,2015-06-26,buy_mpesa_credit,in,8500.0
1389690912,2015-06-28,send_money,out,600.0
1389690912,2015-07-04,send_money,out,510.00000000000006
1389690912,2015-07-04,send_money,out,500.0
1389690912,2015-07-07,buy_mpesa_credit,in,70000.0
1389690912,2015-07-07,send_money,out,40000.0
1389690912,2015-07-07,send_money,out,40000.0
1389690912,2015-07-10,buy_mpesa_credit,in,12100.0
1389690912,2015-07-11,send_money,out,11900.0
1389690912,2015-07-22,buy_mpesa_credit,in,2500.0
1389690912,2015-05-12,transfer_from_mshwari,in,
1389690912,2015-07-18,buy_mpesa_credit,in,2100.0
1389690912,2015-07-22,send_money,out,400.0
1064638493,2015-04-16,buy_mpesa_credit,in,300.0
1064638493,2015-04-09,send_money,out,4400.0
1064638493,2015-04-08,buy_mpesa_credit,in,7900.0
1064638493,2015-04-10,send_money,out,4250.0
1064638493,2015-05-09,send_money,out,5050.0
1064638493,2015-06-03,send_money,out,3000.0
1064638493,2015-06-13,buy_mpesa_credit,in,4100.0
1064638493,2015-06-14,send_money,out,725.0
1064638493,2015-06-14,send_money,out,400.0
1064638493,2015-08-19,send_money,out,6800.0
5340508208,2015-05-03,buy_mpesa_credit,in,550.0
5340508208,2015-05-03,send_money,out,527.0
5340508208,2015-05-06,send_money,out,2100.0
5340508208,2015-05-08,buy_mpesa_credit,in,300.0
5340508208,2015-05-08,send_money,out,1000.0
5340508208,2015-05-09,send_money,out,7100.0
5340508208,2015-05-09,send_money,out,5100.0
5340508208,2015-05-09,send_money,out,6300.0
5340508208,2015-05-09,send_money,out,2527.0
5340508208,2015-05-09,send_money,out,500.0
5340508208,2015-05-09,send_money,out,527.0
5340508208,2015-05-09,send_money,out,500.0
5340508208,2015-05-10,send_money,out,427.0
5340508208,2015-05-11,send_money,out,1027.0
5340508208,2015-05-12,buy_mpesa_credit,in,4000.0
5340508208,2015-05-12,send_money,out,900.0
5340508208,2015-05-13,send_money,out,1027.0
5340508208,2015-05-13,send_money,out,527.0
5340508208,2015-05-13,buy_mpesa_credit,in,2000.0
5340508208,2015-05-13,send_money,out,54.0
5340508208,2015-05-14,buy_mpesa_credit,in,150.0
5340508208,2015-05-16,buy_mpesa_credit,in,1200.0
5340508208,2015-05-18,send_money,out,1027.0
5340508208,2015-05-18,send_money,out,1027.0
5340508208,2015-05-18,send_money,out,1027.0
5340508208,2015-05-19,transfer_from_mshwari,in,600.0
5340508208,2015-05-29,buy_mpesa_credit,in,400.0
5340508208,2015-05-29,send_money,out,385.0
5340508208,2015-06-01,buy_mpesa_credit,in,100.0
5340508208,2015-06-01,send_money,out,428.0
9757571386,2015-05-17,send_money,out,900.0
9757571386,2015-05-17,buy_mpesa_credit,in,1000.0
9757571386,2015-05-17,send_money,out,4000.0
9757571386,2015-05-17,send_money,out,3030.0
9757571386,2015-05-16,send_money,out,1500.0
9757571386,2015-05-16,buy_mpesa_credit,in,64300.0
9757571386,2015-05-17,buy_mpesa_credit,in,5000.0
9757571386,2015-05-15,buy_mpesa_credit,in,200.0
9757571386,2015-05-10,buy_mpesa_credit,in,2500.0
9757571386,2015-05-22,buy_mpesa_credit,in,350.0
9757571386,2015-05-24,send_money,out,530.0
9757571386,2015-05-28,buy_mpesa_credit,in,3000.0
9757571386,2015-05-30,buy_mpesa_credit,in,5000.0
9757571386,2015-05-30,send_money,out,3000.0
9757571386,2015-05-31,send_money,out,530.0
9757571386,2015-06-01,send_money,out,500.0
9757571386,2015-06-03,buy_mpesa_credit,in,270.0
9757571386,2015-06-04,buy_mpesa_credit,in,300.0
9757571386,2015-06-07,buy_mpesa_credit,in,500.0
9757571386,2015-06-07,buy_mpesa_credit,in,1550.0
9757571386,2015-06-07,send_money,out,330.0
9757571386,2015-06-08,buy_mpesa_credit,in,300.0
9757571386,2015-06-10,send_money,out,3000.0
9757571386,2015-06-13,send_money,out,330.0
9757571386,2015-06-16,send_money,out,1000.0
9757571386,2015-06-17,buy_mpesa_credit,in,6000.0
9757571386,2015-06-17,transfer_to_mshwari,out,6000.0
9757571386,2015-06-18,transfer_to_mshwari,out,1500.0
9757571386,2015-06-18,transfer_from_mshwari,in,8000.0
9757571386,2015-06-18,send_money,out,7699.999999999999
3955785772,2015-05-25,send_money,out,1530.0
3955785772,2015-05-14,buy_mpesa_credit,in,2000.0
3955785772,2015-05-25,buy_mpesa_credit,in,1570.0
3955785772,2015-05-20,buy_mpesa_credit,in,200.0
3955785772,2015-05-30,buy_mpesa_credit,in,100.0
3955785772,2015-06-01,buy_mpesa_credit,in,100.0
3955785772,2015-06-02,buy_mpesa_credit,in,1500.0
3955785772,2015-06-02,transfer_to_mshwari,out,1.0
3955785772,2015-06-06,buy_mpesa_credit,in,2000.0
3955785772,2015-06-10,buy_mpesa_credit,in,1500.0
3955785772,2015-06-12,buy_mpesa_credit,in,1000.0
3955785772,2015-06-12,send_money,out,1030.0
3955785772,2015-06-24,buy_mpesa_credit,in,300.0
3955785772,2015-06-29,buy_mpesa_credit,in,16299.999999999998
3955785772,2015-06-29,send_money,out,16180.0
3955785772,2015-06-30,buy_mpesa_credit,in,1500.0
3955785772,2015-07-16,buy_mpesa_credit,in,1500.0
3955785772,2015-07-22,buy_mpesa_credit,in,2750.0
3955785772,2015-08-02,buy_mpesa_credit,in,4600.0
3955785772,2015-08-06,buy_mpesa_credit,in,1200.0
3955785772,2015-08-12,buy_mpesa_credit,in,6000.0
3955785772,2015-08-12,transfer_from_mshwari,in,3.0
3955785772,2015-08-12,transfer_from_mshwari,in,10.0
3955785772,2015-08-16,transfer_from_mshwari,in,100.0
3955785772,2015-08-19,buy_mpesa_credit,in,3000.0
3955785772,2015-08-19,send_money,out,4500.0
3955785772,2015-08-20,send_money,out,5150.0
3955785772,2015-09-05,send_money,out,9700.0
9164049071,2015-05-31,buy_mpesa_credit,in,150.0
9164049071,2015-05-29,send_money,out,1000.0
9164049071,2015-05-20,buy_mpesa_credit,in,50.0
9164049071,2015-05-20,buy_mpesa_credit,in,50.0
9164049071,2015-05-29,buy_mpesa_credit,in,2000.0
9164049071,2015-06-03,send_money,out,527.0
9164049071,2015-06-06,send_money,out,500.0
9164049071,2015-06-09,buy_mpesa_credit,in,2500.0
9164049071,2015-06-13,buy_mpesa_credit,in,200.0
9164049071,2015-06-25,send_money,out,229.99999999999997
9164049071,2015-06-25,send_money,out,229.99999999999997
9164049071,2015-06-27,buy_mpesa_credit,in,400.0
9164049071,2015-07-03,send_money,out,2030.0
9164049071,2015-07-17,buy_mpesa_credit,in,3000.0
9164049071,2015-07-17,send_money,out,7050.0
9164049071,2015-07-20,buy_mpesa_credit,in,100.0
9164049071,2015-07-21,buy_mpesa_credit,in,110.0
9164049071,2015-08-05,buy_mpesa_credit,in,3050.0
9164049071,2015-08-05,transfer_to_mshwari,out,3000.0
9164049071,2015-08-05,transfer_from_mshwari,in,3000.0
9164049071,2015-08-05,send_money,out,2300.0
9164049071,2015-08-05,send_money,out,200.0
9164049071,2015-08-15,send_money,out,430.0
9164049071,2015-08-25,buy_mpesa_credit,in,6000.0
9164049071,2015-08-25,buy_mpesa_credit,in,15000.000000000002
9164049071,2015-08-25,send_money,out,4050.0
9164049071,2015-08-25,send_money,out,1530.0
9164049071,2015-08-25,send_money,out,2000.0
9164049071,2015-08-25,send_money,out,330.0
9164049071,2015-08-25,send_money,out,2000.0
3342477379,2014-05-05,send_money,out,2030.0
3342477379,2014-05-05,buy_mpesa_credit,in,2000.0
3342477379,2014-05-07,send_money,out,1050.0
3342477379,2014-05-08,send_money,out,2050.0
3342477379,2014-05-08,send_money,out,1030.0
3342477379,2014-05-12,send_money,out,3230.0
3342477379,2014-05-14,send_money,out,1400.0
3342477379,2014-05-16,send_money,out,500.0
3342477379,2014-05-21,buy_mpesa_credit,in,2000.0
3342477379,2014-05-21,send_money,out,1400.0
3342477379,2014-05-28,send_money,out,1400.0
3342477379,2014-05-31,send_money,out,250.0
3342477379,2014-06-09,buy_mpesa_credit,in,1100.0
3342477379,2014-06-09,send_money,out,2800.0
3342477379,2014-06-09,send_money,out,400.0
3342477379,2014-06-10,send_money,out,750.0
3342477379,2014-06-12,send_money,out,300.0
3342477379,2014-06-15,buy_mpesa_credit,in,1000.0
3342477379,2014-06-18,buy_mpesa_credit,in,1400.0
3342477379,2014-06-19,send_money,out,1400.0
3342477379,2014-06-23,send_money,out,530.0
3342477379,2014-06-28,buy_mpesa_credit,in,2500.0
3342477379,2014-06-28,send_money,out,1050.0
3342477379,2014-06-28,buy_mpesa_credit,in,200.0
3342477379,2014-06-28,send_money,out,1400.0
3342477379,2014-07-01,transfer_to_mshwari,out,2028.0
3342477379,2014-07-01,transfer_from_mshwari,in,100.0
3342477379,2014-07-03,transfer_from_mshwari,in,1500.0
3342477379,2014-07-03,transfer_from_mshwari,in,27.999999999999996
3342477379,2014-07-03,send_money,out,1500.0
7044315204,2015-03-16,send_money,out,350.0
7044315204,2014-11-29,send_money,out,227.0
7044315204,2014-12-02,send_money,out,2027.0
7044315204,2015-03-23,send_money,out,527.0
7044315204,2015-02-26,send_money,out,1000.0
7044315204,2014-11-25,buy_mpesa_credit,in,1000.0
7044315204,2015-03-01,send_money,out,1027.0
7044315204,2015-03-23,buy_mpesa_credit,in,500.0
7044315204,2015-01-28,send_money,out,3027.0
7044315204,2014-12-13,send_money,out,2027.0
7044315204,2015-03-20,send_money,out,527.0
7044315204,2015-03-27,send_money,out,200.0
7044315204,2015-02-21,send_money,out,227.0
7044315204,2015-03-11,buy_mpesa_credit,in,50.0
7044315204,2014-11-29,buy_mpesa_credit,in,500.0
7044315204,2014-10-12,send_money,out,500.0
7044315204,2015-03-23,buy_mpesa_credit,in,500.0
7044315204,2014-10-24,send_money,out,527.0
7044315204,2015-02-02,send_money,out,627.0
7044315204,2015-03-04,send_money,out,1000.0
7044315204,2014-10-25,send_money,out,850.0
7044315204,2014-12-31,send_money,out,527.0
7044315204,2015-03-27,buy_mpesa_credit,in,229.99999999999997
7044315204,2014-11-28,send_money,out,1400.0
7044315204,2015-03-03,send_money,out,4065.9999999999995
7044315204,2015-02-23,send_money,out,627.0
7044315204,2015-01-28,buy_mpesa_credit,in,3000.0
7044315204,2015-03-20,buy_mpesa_credit,in,550.0
7044315204,2015-03-23,send_money,out,527.0
7044315204,2014-10-12,send_money,out,700.0
6527431008,2015-04-01,send_money,out,1500.0
6527431008,2015-04-02,send_money,out,3000.0
6527431008,2015-04-12,send_money,out,500.0
6527431008,2015-04-03,send_money,out,1790.0
6527431008,2015-04-01,send_money,out,750.0
6527431008,2015-04-02,send_money,out,3000.0
6527431008,2015-04-25,buy_mpesa_credit,in,600.0
6527431008,2015-04-03,send_money,out,4000.0
6527431008,2015-04-05,buy_mpesa_credit,in,2000.0
6527431008,2015-03-31,buy_mpesa_credit,in,1000.0
6527431008,2015-04-01,send_money,out,4200.0
6527431008,2015-03-31,send_money,out,1027.0
6527431008,2015-04-03,send_money,out,1790.0
6527431008,2015-04-04,send_money,out,2527.0
6527431008,2015-04-23,buy_mpesa_credit,in,400.0
6527431008,2015-04-03,send_money,out,10000.0
6527431008,2015-04-22,send_money,out,100.0
6527431008,2015-04-14,send_money,out,3600.0
6527431008,2015-04-01,send_money,out,1027.0
6527431008,2015-04-08,send_money,out,800.0
6527431008,2015-04-05,send_money,out,2000.0
6527431008,2015-04-03,send_money,out,1000.0
6527431008,2015-04-03,send_money,out,3000.0
6527431008,2015-04-01,send_money,out,750.0
6527431008,2015-04-03,send_money,out,11140.0
6527431008,2015-05-13,send_money,out,427.0
6527431008,2015-05-14,transfer_to_mshwari,out,3600.0
6527431008,2015-05-14,transfer_to_mshwari,out,75.0
6851045436,2015-05-23,buy_mpesa_credit,in,150.0
6851045436,2015-06-04,buy_mpesa_credit,in,7000.0
6851045436,2015-06-04,send_money,out,4027.0
6851045436,2015-06-04,send_money,out,1060.0
6851045436,2015-06-05,send_money,out,110.0
6851045436,2015-06-06,send_money,out,3000.0
6851045436,2015-06-10,transfer_from_mshwari,in,20.0
6851045436,2015-06-10,transfer_to_mshwari,out,3000.0
6851045436,2015-06-10,transfer_from_mshwari,in,50.0
6851045436,2015-06-11,transfer_from_mshwari,in,2950.0
6851045436,2015-06-11,send_money,out,227.0
6851045436,2015-06-18,send_money,out,110.0
6851045436,2015-06-22,send_money,out,527.0
6851045436,2015-07-02,send_money,out,450.0
6851045436,2015-07-07,buy_mpesa_credit,in,2800.0
6851045436,2015-07-10,send_money,out,2950.0
6851045436,2015-07-14,buy_mpesa_credit,in,800.0
6851045436,2015-07-19,send_money,out,100.0
6851045436,2015-08-04,buy_mpesa_credit,in,4700.0
6851045436,2015-08-04,send_money,out,2027.0
6851045436,2015-08-04,send_money,out,727.0
6851045436,2015-08-18,buy_mpesa_credit,in,1000.0
6851045436,2015-08-23,send_money,out,100.0
6851045436,2015-09-03,send_money,out,1027.0
6851045436,2015-09-03,send_money,out,1827.0000000000002
6851045436,2015-09-07,send_money,out,227.0
6851045436,2015-09-13,buy_mpesa_credit,in,2800.0
6851045436,2015-09-16,send_money,out,280.0
6851045436,2015-09-17,buy_mpesa_credit,in,200.0
6851045436,2015-09-18,buy_mpesa_credit,in,250.0
5174506041,2015-06-29,buy_mpesa_credit,in,7000.0
5174506041,2015-06-29,send_money,out,7000.0
5174506041,2015-06-29,send_money,out,2000.0
5174506041,2015-06-29,send_money,out,1000.0
5174506041,2015-06-29,send_money,out,1000.0
5174506041,2015-06-29,send_money,out,1030.0
5174506041,2015-06-30,transfer_to_mshwari,out,500.0
5174506041,2015-06-30,send_money,out,4200.0
5174506041,2015-06-30,send_money,out,350.0
5174506041,2015-07-02,transfer_from_mshwari,in,560.0
5174506041,2015-07-05,send_money,out,3050.0
5174506041,2015-07-05,send_money,out,527.0
5174506041,2015-07-06,send_money,out,2500.0
5174506041,2015-07-06,send_money,out,327.0
5174506041,2015-07-09,buy_mpesa_credit,in,350.0
5174506041,2015-07-09,send_money,out,327.0
5174506041,2015-07-10,buy_mpesa_credit,in,57500.00000000001
5174506041,2015-07-10,transfer_to_mshwari,out,9560.0
5174506041,2015-07-10,send_money,out,20000.0
5174506041,2015-07-10,send_money,out,527.0
5174506041,2015-07-10,buy_mpesa_credit,in,6300.0
5174506041,2015-07-10,send_money,out,527.0
5174506041,2015-07-10,send_money,out,1230.0
5174506041,2015-07-14,buy_mpesa_credit,in,3000.0
5174506041,2015-07-14,send_money,out,527.0
5174506041,2015-07-14,send_money,out,527.0
5174506041,2015-07-14,send_money,out,500.0
5174506041,2015-07-14,buy_mpesa_credit,in,500.0
5174506041,2015-07-15,send_money,out,527.0
5174506041,2015-07-17,buy_mpesa_credit,in,550.0
9045211188,2015-05-26,send_money,out,5196.0
9045211188,2015-06-26,buy_mpesa_credit,in,100.0
9045211188,2015-04-15,transfer_from_mshwari,in,9000.0
9045211188,2015-06-23,send_money,out,4065.9999999999995
9045211188,2015-06-11,send_money,out,527.0
9045211188,2015-06-12,send_money,out,19176.0
9045211188,2015-07-01,send_money,out,2027.0
9045211188,2015-05-08,send_money,out,14459.0
9045211188,2015-07-01,buy_mpesa_credit,in,2100.0
9045211188,2015-05-08,send_money,out,6082.0
9045211188,2015-05-06,send_money,out,13679.0
9045211188,2015-05-14,send_money,out,3449.0
9045211188,2015-05-16,send_money,out,32187.000000000004
9045211188,2015-05-12,send_money,out,1560.0
9045211188,2015-06-26,send_money,out,4065.9999999999995
9045211188,2015-05-27,send_money,out,3049.0
9045211188,2015-06-19,send_money,out,21981.0
9045211188,2015-04-23,send_money,out,44036.0
9045211188,2015-06-17,send_money,out,2849.0
9045211188,2015-06-17,send_money,out,4065.9999999999995
9045211188,2015-06-12,buy_mpesa_credit,in,16299.999999999998
9045211188,2015-06-19,buy_mpesa_credit,in,22000.0
9045211188,2015-06-22,send_money,out,12159.0
9045211188,2015-06-25,send_money,out,1500.0
9045211188,2015-05-11,send_money,out,29987.000000000004
9045211188,2015-06-22,send_money,out,4866.0
