person_id_random,birthday,gender,signup_date,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,mpesa_how_often,relationship_status,is_employed
4342241928,1962/5/9,M,2014-05-15 09:49:13,142,2,8,pay_rent,,,,20000,monthly,,no,few_times_a_week,,
2535099359,,M,2014-05-16 06:31:38,411,5+,0,pay_rent,,,,16000,monthly,,yes,few_times_a_week,,
1911454239,1984/4/21,F,2014-05-18 23:20:42,199,4,0,own_home,,,,30000,weekly,,no,daily,,
3930083269,1983/7/11,M,2014-05-19 04:26:49,170,5+,11,living in a family home,4,,,15000,monthly,,yes,few_times_a_week,,
3670141772,1993/1/26,F,2014-05-19 09:25:20,495,4,,pay_rent,0,,,500,daily,,no,few_times_a_week,,
1817487983,1985/1/19,M,2014-05-20 23:30:05,707,5+,0,pay_rent,4,,,15000,monthly,facebook,no,daily,,
3967732927,1987/9/9,M,2014-05-20 23:35:26,2067,5+,0,pay_rent,,,,50000,monthly,,yes,daily,,
8521033508,1988/4/18,M,2014-05-21 02:42:40,277,4,0,pay_rent,,,,900,daily,,no,few_times_a_week,,
5799676461,1983/5/6,M,2014-05-21 22:01:15,3058,4,0,pay_rent,5+,,,50000,monthly,,yes,daily,,
2528750026,1989/9/24,F,2014-05-21 22:48:12,1340,3,0,pay_rent,,,,200,daily,,yes,few_times_a_week,,
5330295937,1981/1/22,M,2014-05-21 23:40:11,214,5+,11,pay_rent,3,6,,1000,,facebook,no,daily,,
4345724251,1980/9/19,M,2014-05-22 12:24:38,88,4,2,pay_rent,,10,,65850,monthly,,no,daily,,
3757970868,1992/5/14,M,2014-05-26 08:46:46,854,2,5,own_home,1,,,200,,,no,daily,,
2669649960,1982/11/26,M,2014-05-27 00:43:17,33,3,0,pay_rent,4,,,20000,weekly,,no,daily,,
3620626456,1990/5/27,M,2014-05-27 04:46:43,392,3,9,own_home,4,5,,2060,,,no,daily,,
5958664143,1992/6/15,M,2014-05-29 09:46:13,148,3,0,pay_rent,2,,,20000,monthly,,no,few_times_a_week,,
1661102022,1984/2/21,F,2014-05-30 01:49:48,128,4,2,pay_rent,3,0,,3500,daily,,no,daily,,
7777374938,1965/8/10,M,2014-06-06 23:50:37,49,5+,11,own_home,5+,0,,4000,weekly,,no,daily,,
5875230942,1930/10/17,M,2014-06-09 03:43:21,797,2,6,pay_rent,0,4,,800,daily,,no,few_times_a_week,,
5563120467,1980/11/22,M,2014-06-09 06:22:12,234,4,0,pay_rent,3,0,,1000,daily,,no,daily,,
6551180719,,M,2014-06-10 02:06:12,739,2,2,own_home,3,2,,5500,weekly,,no,few_times_a_week,,
4552401360,1989/1/18,M,2014-06-10 22:22:13,463,1,5,pay_rent,2,0,,15000,monthly,,no,few_times_a_week,,
7177006216,1995/4/23,F,2014-06-11 13:16:00,2564,5+,6,pay_rent,5+,10,,26000,monthly,friend,no,daily,,
1978413484,1986/8/17,F,2014-06-12 02:10:17,161,5+,0,pay_rent,4,0,,3200,weekly,,no,few_times_a_week,,
7734209346,1971/12/2,M,2014-06-12 11:59:29,408,2,0,pay_rent,5+,0,,100000,payments received from my clients,facebook,yes,daily,,
3995102460,1980/11/10,F,2014-06-13 05:43:51,1020,2,0,pay_rent,5+,0,,30000,monthly,,yes,daily,,
8994467797,1993/6/22,F,2014-06-13 07:52:32,662,2,4,own_home,3,2,,1600,weekly,,no,daily,,
6386473095,1984/7/25,F,2014-06-14 03:33:59,559,3,0,pay_rent,5+,0,,300,daily,friend,no,few_times_a_week,,
1892163498,,M,2014-06-15 08:26:45,3454,2,10,I stay with my brother,3,2,,9000,weekly,,no,daily,,
1183321030,1987/5/22,F,2014-06-15 13:23:48,437,2,0,pay_rent,2,0,,12000,monthly,,yes,few_times_a_week,,
5377931105,1992/2/29,M,2014-06-16 04:12:04,971,2,3,pay_rent,1,4,,5000,weekly,,yes,daily,,
2358807840,1977/5/2,M,2014-06-16 05:15:37,984,0,0,pay_rent,5+,0,,1,daily,facebook,no,daily,,
5868139297,1990/1/19,M,2014-06-19 08:51:13,1458,5+,0,own_home,5+,0,,12000,monthly,,no,few_times_a_week,,
1135111501,1994/9/15,F,2014-06-21 01:16:48,1060,1,0,pay_rent,1,0,,10000,daily,,yes,few_times_a_week,,
6100057929,1977/8/21,F,2014-06-21 10:27:51,164,4,0,pay_rent,0,0,,2000,daily,,no,daily,,
8685630915,1994/7/17,F,2014-06-25 00:19:07,217,0,0,istay with my parent,1,0,,1000,weekly,,no,few_times_a_week,,
2683538279,1977/8/13,M,2014-06-27 01:24:23,616,5+,0,pay_rent,5+,0,,450,daily,friend,yes,few_times_a_week,,
9236601044,1995/11/28,M,2014-06-30 21:40:15,284,5+,4,pay_rent,2,1,,500,daily,,no,few_times_a_month,,
7444746096,1994/7/3,M,2014-07-01 05:43:04,230,1,2,pay_rent,0,11,,2500,weekly,,no,few_times_a_week,,
2668523412,1994/4/4,M,2014-07-04 07:37:26,1240,0,6,pay_rent,0,7,,2150,weekly,,no,few_times_a_week,,
6219345623,1976/1/22,F,2014-07-04 08:12:54,219,3,0,pay_rent,3,0,,20000,monthly,,yes,daily,,
4105742558,1940/10/13,F,2014-07-04 10:44:05,374,4,7,pay_rent,5+,0,,12000,monthly,,no,few_times_a_month,,
8397994357,1994/12/5,F,2014-07-07 07:06:48,174,0,3,pay_rent,0,6,,3500,weekly,,no,daily,,
7640935498,1984/1/13,M,2014-07-08 07:26:59,686,1,2,pay_rent,1,0,,30000,monthly,friend,yes,daily,,
7125219495,1905/8/10,M,2014-07-08 22:25:12,820,0,0,pay_rent,0,0,,15000,monthly,,no,few_times_a_week,,
3206224066,1994/3/13,M,2014-07-09 00:01:30,377,1,0,pay_rent,4,0,,9500,weekly,,no,few_times_a_week,,
8677322348,1991/12/25,M,2014-07-12 06:05:45,1045,3,7,pay_rent,2,6,,500,weekly,,no,few_times_a_week,,
1482204423,1912/11/1,M,2014-07-12 10:57:19,1432,2,0,pay_rent,1,6,,10000,monthly,,yes,daily,,
4530705086,1992/12/14,M,2014-07-13 07:17:45,423,0,4,pay_rent,0,4,,15000,monthly,,no,daily,,
5521864872,1995/8/14,M,2014-07-14 13:00:12,1615,1,0,pay_rent,1,0,,300,daily,,no,daily,,
9401390636,1992/10/18,M,2014-07-15 13:21:24,474,2,0,pay_rent,2,0,,300,daily,,yes,few_times_a_week,,
7780990687,1963/10/22,M,2014-07-15 13:38:43,294,0,0,pay_rent,0,0,,500,daily,,yes,few_times_a_week,,
7540101434,1993/12/12,M,2014-07-16 03:09:09,250,5+,3,pay_rent,4,2,,2800,weekly,,no,few_times_a_week,,
6526183719,1932/3/7,M,2014-07-16 04:28:26,,,,,,,,,,,,,,
4950043625,1995/5/8,M,2014-07-16 07:05:43,364,0,0,pay_rent,1,0,,1000,weekly,,no,few_times_a_week,,
1096962239,1910/5/12,M,2014-07-17 10:31:50,427,0,8,pay_rent,0,0,,1000,monthly,,yes,few_times_a_month,,
8128789355,1910/5/26,M,2014-07-17 23:57:20,355,4,7,pay_rent,3,2,,27000,monthly,,no,daily,,
1299427536,1951/4/6,F,2014-07-18 00:40:47,55,5+,0,own_home,3,0,,1000,daily,,no,few_times_a_week,,
2916523599,1988/6/10,M,2014-07-18 07:21:46,89,2,8,pay_rent,2,9,,15000,daily,,no,few_times_a_week,,
9453964086,1993/1/11,F,2014-07-19 01:31:31,525,2,0,pay_rent,2,0,,15000,monthly,,no,few_times_a_week,,
5482790346,1995/1/7,M,2014-07-19 03:03:09,435,1,7,pay_rent,1,10,,9400,weekly,,no,few_times_a_week,,
9504924784,1996/5/1,F,2014-07-20 03:58:15,486,1,7,own_home,1,3,,550,daily,,no,few_times_a_week,,
1512836830,1914/7/4,F,2014-07-22 00:26:37,489,5+,0,pay_rent,2,0,,29000,monthly,,yes,few_times_a_week,,
1612135424,1986/5/26,M,2014-07-22 01:01:25,810,3,6,pay_rent,4,6,,10000,monthly,facebook,no,few_times_a_week,,
3929235228,1979/4/19,M,2014-07-22 05:51:48,388,4,0,pay_rent,3,0,,34000,monthly,,no,few_times_a_week,,
8057731840,1993/7/28,F,2014-07-22 11:29:51,425,1,2,pay_rent,0,0,,700,weekly,,yes,few_times_a_week,,
4966440067,1992/3/12,F,2014-07-24 08:37:28,247,2,9,pay_rent,1,0,,2000,weekly,,no,few_times_a_week,,
5108315568,1987/4/29,M,2014-07-24 22:08:17,324,1,0,pay_rent,0,0,,28000,monthly,,yes,few_times_a_week,,
2673538543,1986/8/12,M,2014-07-25 00:08:06,600,3,0,pay_rent,1,0,,44000,monthly,facebook,no,few_times_a_week,,
7777626093,1910/11/28,M,2014-07-27 04:30:30,605,2,0,pay_rent,1,0,,30000,monthly,,no,few_times_a_week,,
3764746080,1920/8/13,F,2014-07-28 10:26:42,478,2,0,pay_rent,1,0,,1500,weekly,,no,few_times_a_week,,
2524200246,1989/6/14,F,2014-07-29 07:02:48,339,0,5,i do shopping for my home,0,0,,4500,monthly,,yes,few_times_a_week,,
7717500506,1986/4/22,F,2014-07-30 05:41:28,482,4,2,pay_rent,4,9,,17500,monthly,,yes,few_times_a_week,,
4042481303,1995/9/23,F,2014-07-31 05:06:30,614,5+,0,pay_rent,5+,0,,7500,monthly,,no,few_times_a_month,,
6295166250,1991/4/16,M,2014-08-01 04:44:06,1361,4,0,own_home,2,0,,7000,monthly,,no,few_times_a_month,,
8362192538,1993/5/9,M,2014-08-01 12:37:21,109,2,0,pay_rent,0,5,,13000,monthly,,no,few_times_a_week,,
2381042959,1982/7/20,M,2014-08-02 05:21:36,271,5+,0,pay_rent,4,0,,100000,monthly,google_play_store,yes,few_times_a_week,,
4421733789,1992/7/7,F,2014-08-02 09:00:52,1761,2,1,pay_rent,1,11,,40000,monthly,,no,daily,,
4943128258,1992/10/24,M,2014-08-03 11:05:33,965,1,2,pay_rent,0,6,,2500,monthly,,no,few_times_a_week,,
4088430688,1992/8/23,M,2014-08-03 23:44:23,145,3,6,pay_rent,0,0,,2500,daily,,no,daily,,
8806418646,1996/12/26,M,2014-08-04 10:18:42,564,1,0,own_home,0,3,,8000,monthly,,no,few_times_a_month,,
9725100582,1996/1/7,M,2014-08-05 23:09:06,120,5+,0,own_home,5+,0,,45000,monthly,,no,few_times_a_week,,
7801042321,1976/1/3,M,2014-08-06 02:14:15,296,0,0,own_home,5+,0,,50000,monthly,,no,daily,,
6297081953,1993/10/29,M,2014-08-07 05:09:04,1269,3,0,pay_rent,1,0,,18000,monthly,,yes,few_times_a_week,,
2063379792,1993/8/26,M,2014-08-07 05:50:32,478,0,0,stay with parents,0,0,,8000,monthly,friend,no,few_times_a_month,,
6133370972,1989/12/6,F,2014-08-08 07:34:13,2111,3,8,pay_rent,1,3,,23000,monthly,,no,few_times_a_week,,
8763192932,1994/6/22,M,2014-08-10 03:30:03,1088,3,0,pay_rent,0,4,,5000,weekly,,no,few_times_a_week,,
2662659101,1994/9/9,M,2014-08-10 11:56:14,507,2,3,pay_rent,0,0,,700,daily,,yes,few_times_a_week,,
1537018341,1991/4/21,M,2014-08-10 13:27:20,2960,2,4,pay_rent,0,0,,12000,monthly,,yes,few_times_a_week,,
1957977001,1995/10/26,M,2014-08-11 03:38:38,625,3,0,pay_rent,1,0,,1000,daily,,no,few_times_a_week,,
8719891162,1992/5/10,M,2014-08-11 07:10:10,250,2,4,own_home,2,7,,4500,weekly,,no,few_times_a_week,,
3577835738,1910/5/15,F,2014-08-12 10:02:25,400,2,0,pay_rent,3,0,,20000,monthly,,no,few_times_a_week,,
8425972319,1991/11/21,M,2014-08-13 00:14:39,4800,0,8,pay_rent,0,8,,1000,daily,,no,daily,,
4002742728,1987/9/25,F,2014-08-13 05:00:42,1866,0,7,own_home,1,0,,15000,monthly,friend,yes,few_times_a_month,,
5825472282,1986/5/3,M,2014-08-13 06:49:11,345,4,0,pay_rent,1,0,,500,daily,,no,few_times_a_week,,
9504846186,1988/11/28,M,2014-08-13 21:25:25,405,2,7,pay_rent,2,4,,15000,monthly,,no,few_times_a_week,,
3225694348,1987/3/5,M,2014-08-13 22:52:05,145,3,7,own_home,2,4,,1000,daily,,no,daily,,
1177471131,1994/11/3,M,2014-08-13 23:57:11,186,3,5,pay_rent,2,6,,12000,monthly,,no,daily,,
8406400743,1990/10/28,M,2014-08-14 03:05:50,813,0,0,i stay in my fathers built home,0,7,,2000,daily,,no,daily,,
7234829584,1990/6/15,M,2014-08-14 06:06:24,304,3,6,pay_rent,3,2,,600,daily,,no,few_times_a_week,,
7284641061,1995/2/16,M,2014-08-15 01:37:11,705,1,5,pay_rent,0,7,,800,daily,friend,no,daily,,
6897561002,1997/3/11,M,2014-08-15 07:28:20,416,2,5,pay_rent,3,4,,500,daily,,no,few_times_a_week,,
1090396622,1905/7/24,M,2014-08-15 13:15:36,832,4,0,pay_rent,0,0,,5000,monthly,,yes,few_times_a_month,,
1516706338,1989/5/10,F,2014-08-16 04:07:16,855,4,7,pay_rent,1,1,,6000,weekly,,no,few_times_a_week,,
2830334836,1972/2/11,M,2014-08-17 05:49:37,2682,3,0,own_home,3,3,,15000,weekly,family,yes,few_times_a_week,,
1316512614,1995/9/25,M,2014-08-19 05:05:00,790,1,5,pay_rent,1,5,,750,weekly,,no,few_times_a_week,,
9046729670,1993/11/1,M,2014-08-20 05:27:48,275,1,3,pay_rent,1,1,,1200,weekly,,no,few_times_a_week,,
9193097824,1996/12/11,M,2014-08-20 23:13:44,327,2,0,pay_rent,2,0,,30000,monthly,,no,few_times_a_week,,
9513977406,1986/11/13,M,2014-08-22 03:38:59,217,5+,6,Housed by employer,5+,8,,38796,monthly,,yes,few_times_a_week,,
8296490133,1994/5/16,M,2014-08-22 05:17:08,352,4,3,pay_rent,3,0,,16000,monthly,,no,few_times_a_week,,
3624329372,1993/8/1,M,2014-08-22 08:46:36,436,2,4,pay_rent,2,1,,4500,weekly,,no,few_times_a_week,,
7537202594,1984/7/12,M,2014-08-22 09:48:10,292,0,0,pay_rent,3,6,,30000,monthly,,no,few_times_a_week,,
3565083094,1937/1/26,M,2014-08-22 22:46:08,624,2,8,own_home,2,4,,32600,monthly,,no,few_times_a_week,,
3294533408,1984/12/13,M,2014-08-22 23:22:30,418,1,8,provided for.,3,8,,1100,daily,google_play_store,yes,daily,,
1983538252,1978/4/28,F,2014-08-24 00:06:53,2774,5+,0,pay_rent,5+,0,,1500,daily,family,yes,daily,,
6130454619,1986/5/22,F,2014-08-24 04:05:50,353,1,0,pay_rent,0,0,,20000,monthly,friend,yes,daily,,
8948452846,1992/6/18,F,2014-08-24 11:18:03,736,2,0,pay_rent,0,0,,10000,monthly,friend,yes,few_times_a_week,,
5534019509,1973/10/16,M,2014-08-24 13:25:04,422,5+,0,pay_rent,5+,0,,40000,monthly,google_play_store,no,few_times_a_week,,
8470817553,1989/10/28,F,2014-08-25 11:21:42,796,0,0,pay_rent,2,4,,14000,monthly,google_play_store,no,few_times_a_week,,
5638293141,1988/12/18,M,2014-08-26 03:49:42,100,2,3,pay_rent,3,6,,650,daily,,no,few_times_a_week,,
3219677874,1995/5/4,M,2014-08-26 07:19:34,27,3,3,pay_rent,3,3,,650,daily,,no,few_times_a_week,,
3584380224,1991/3/21,F,2014-08-27 03:19:43,465,0,0,pay_rent,1,3,,15000,weekly,,no,few_times_a_week,,
6845264174,1994/5/7,M,2014-08-28 12:43:25,71,3,5,pay_rent,4,7,,600,daily,,no,few_times_a_week,,
4146622581,1993/1/24,M,2014-08-29 02:46:20,867,0,0,pay_rent,0,0,,6000,monthly,,no,few_times_a_week,,
6461406501,1990/12/3,M,2014-08-30 10:27:38,1048,1,0,pay_rent,1,0,,650,daily,,yes,daily,,
7585759305,1993/7/27,F,2014-09-06 07:18:17,423,5+,0,pay_rent,2,3,,15000,monthly,,yes,few_times_a_week,,
9553513134,1992/10/27,M,2014-09-14 08:00:29,291,1,2,pay_rent,2,2,,9200,weekly,,no,few_times_a_week,,
1782793085,1987/11/20,F,2014-09-18 06:59:46,1631,3,0,pay_rent,4,0,,8000,monthly,facebook,yes,daily,,
2515000128,1986/11/29,F,2014-09-18 22:33:19,270,3,5,own_home,1,0,,17000,monthly,,yes,few_times_a_week,,
7152353641,1980/9/14,M,2014-09-19 08:07:54,239,5+,0,pay_rent,5+,0,,35,daily,,yes,daily,,
5095473176,1979/7/6,M,2014-09-19 23:41:34,779,5+,0,pay_rent,5+,0,college,90000,monthly,google_play_store,yes,daily,married,yes
6620932848,1995/7/8,M,2014-09-20 01:11:46,321,2,1,pay_rent,1,2,,19000,monthly,,no,few_times_a_week,,
1775406254,1992/11/27,F,2014-09-21 21:30:13,179,5+,5,pay_rent,2,3,,2000,weekly,,no,few_times_a_week,,
5359782636,1992/4/5,F,2014-09-22 09:07:08,423,1,2,pay_rent,,,college,6000,monthly,friend,no,few_times_a_month,single,no
2151054057,1988/5/16,M,2014-09-22 09:30:37,1370,0,10,pay_rent,1,10,,10000,monthly,,no,few_times_a_week,,
5777469792,1987/5/25,F,2014-09-22 11:15:27,907,2,0,own_home,2,2,,500,daily,,no,few_times_a_week,,
3110924673,1981/6/9,M,2014-09-22 12:14:05,254,3,4,own_home,5+,10,,35000,monthly,,no,few_times_a_week,,
7664147584,1984/7/13,M,2014-09-22 15:17:52,162,2,11,pay_rent,4,0,,15000,monthly,facebook,no,few_times_a_week,,
6268509017,1992/7/11,M,2014-09-22 22:01:39,184,2,0,pay_rent,3,0,,22000,monthly,,yes,few_times_a_week,,
8141294915,1993/5/25,F,2014-09-24 01:24:34,4279,0,6,pay_rent,0,7,,25000,monthly,,no,few_times_a_week,,
2278919539,1990/9/28,F,2014-09-24 10:32:15,2336,1,2,pay_rent,0,7,,23000,monthly,,yes,daily,,
1672596057,1989/4/3,M,2014-09-24 23:16:25,1442,3,9,pay_rent,3,9,,400,daily,,yes,few_times_a_week,,
3939663286,1988/4/25,F,2014-09-25 00:00:34,1842,3,0,pay_rent,1,0,,36000,monthly,other:am a client. my fon acted up and reloading the app,yes,few_times_a_week,,
3435646267,1995/4/10,M,2014-09-25 04:33:46,110,5+,0,my parents piece of land,2,0,,3000,monthly,friend,no,few_times_a_month,,
4167056538,1910/10/15,M,2014-09-25 09:07:33,960,4,2,own_home,2,5,,35000,monthly,,yes,daily,,
8165102081,1994/8/28,F,2014-09-25 13:38:25,501,2,3,pay_rent,2,2,,1500,weekly,,no,daily,,
9854161442,1920/10/26,M,2014-09-26 02:30:17,781,1,0,pay_rent,0,0,,500,weekly,,no,few_times_a_week,,
2552675755,1982/7/21,F,2014-09-26 02:39:06,143,5+,0,pay_rent,2,0,,15000,monthly,facebook,yes,few_times_a_week,,
5826558835,1990/12/24,F,2014-09-26 12:57:51,306,0,0,own_home,5+,0,,10000,monthly,,yes,few_times_a_week,,
8082067022,1992/6/17,M,2014-09-27 02:09:14,1118,5+,9,own_home,1,5,,30000,monthly,google_play_store,no,daily,,
8092607634,1988/11/27,M,2014-09-29 21:53:37,1841,3,5,pay_rent,2,1,,500,daily,facebook,yes,few_times_a_week,,
1280507511,1986/4/18,M,2014-09-30 09:03:24,328,3,2,pay_rent,2,8,,4500,weekly,,no,few_times_a_week,,
7378814827,1981/4/22,F,2014-09-30 14:34:30,323,0,0,pay_rent,0,0,,3000,weekly,facebook,yes,daily,,
5309412184,1984/12/15,M,2014-10-01 05:12:01,4879,5+,0,own_home,5+,0,,20000,daily,,no,few_times_a_week,,
1459514671,1992/6/28,M,2014-10-01 06:43:51,591,0,0,pay_rent,0,0,,5000,monthly,,yes,few_times_a_week,,
5085179989,1985/9/18,M,2014-10-01 08:40:39,288,5+,0,pay_rent,5+,0,,1800,daily,friend,yes,few_times_a_week,,
8845067238,1986/1/7,M,2014-10-01 12:40:28,160,1,0,own_home,2,0,,20000,monthly,facebook,yes,few_times_a_week,,
8392403933,1987/4/25,M,2014-10-02 01:26:09,647,3,2,pay_rent,3,4,,8500,monthly,facebook,no,few_times_a_week,,
8839970497,1982/12/27,M,2014-10-03 10:48:09,163,2,5,pay_rent,4,0,,600,daily,friend,yes,few_times_a_week,,
5916800459,1985/7/16,F,2014-10-04 06:36:21,332,3,0,pay_rent,2,1,,300,daily,,no,few_times_a_week,,
5255086303,1984/6/9,M,2014-10-04 21:00:54,27,2,0,pay_rent,2,0,,5000,weekly,facebook,yes,daily,,
2693128770,1989/9/7,M,2014-10-04 22:50:36,362,2,0,pay_rent,0,10,,21600,monthly,,no,few_times_a_week,,
8041467929,1992/4/9,M,2014-10-06 02:19:50,980,2,0,pay_rent,0,0,,1000,weekly,,yes,few_times_a_week,,
7549961913,1943/12/16,M,2014-10-06 09:21:22,1429,0,7,pay_rent,0,10,,800,daily,,no,few_times_a_week,,
7093035860,1974/4/27,F,2014-10-06 12:13:36,35,5+,0,pay_rent,5+,0,,800,daily,,no,daily,,
6456476162,1989/6/13,F,2014-10-07 22:11:32,437,2,0,pay_rent,3,0,,70000,monthly,,no,few_times_a_week,,
7318322753,1905/11/13,M,2014-10-08 01:05:26,719,5+,6,pay_rent,4,11,high_school,12000,monthly,friend,yes,few_times_a_week,long-term,yes
1654887836,1985/5/2,F,2014-10-13 06:20:46,441,2,0,pay_rent,5+,0,,2000,daily,,yes,few_times_a_week,,
8540590529,1992/2/26,M,2014-10-13 11:26:21,76,5+,6,pay_rent,0,0,,1000,weekly,friend,no,daily,,
5120292396,1995/4/22,M,2014-10-14 08:42:48,209,0,0,pay_rent,0,0,,2000,monthly,,no,few_times_a_week,,
5647000446,1984/3/25,M,2014-10-14 09:58:26,571,2,0,pay_rent,4,0,,800,daily,friend,yes,few_times_a_week,,
6525704875,1980/3/27,F,2014-10-15 23:26:24,198,0,8,pay_rent,2,0,,15000,monthly,,no,few_times_a_month,,
7958178899,1992/10/23,M,2014-10-18 07:11:21,55,1,6,pay_rent,1,6,,1200,daily,,no,few_times_a_week,,
1868497628,1910/11/19,M,2014-10-20 05:22:12,405,3,0,own_home,0,0,,1500,weekly,,no,few_times_a_week,,
2612671805,1994/1/2,M,2014-10-20 23:13:14,1240,1,3,pay_rent,0,0,,2500,monthly,,yes,daily,,
9047422306,1991/1/8,M,2014-10-21 11:36:05,423,0,6,pay_rent,0,0,,2300,monthly,,no,few_times_a_week,,
8751507835,1985/2/22,M,2014-10-24 07:25:27,579,1,2,pay_rent,0,8,,1000,daily,friend,no,daily,,
8210123264,1991/3/9,M,2014-10-29 03:00:50,189,4,6,pay_rent,5+,3,high_school,500,daily,friend,no,few_times_a_week,married,yes
5248964653,1993/3/17,M,2014-10-30 01:31:26,2390,3,0,pay_rent,1,0,,12000,monthly,,no,daily,,
5810007060,1995/1/11,M,2014-10-30 02:43:48,284,2,3,pay_rent,2,2,,750,daily,,no,daily,,
1832279919,1986/5/10,F,2014-10-30 02:53:05,544,4,6,pay_rent,4,5,,30000,daily,,no,few_times_a_week,,
5476885599,1995/6/27,M,2014-10-31 07:55:27,3125,2,0,pay_rent,0,0,,400,daily,,no,daily,,
2876398156,1990/6/11,M,2014-11-03 02:34:03,855,1,4,pay_rent,1,10,,4600,weekly,,yes,few_times_a_week,,
4198273826,1999/9/19,M,2014-11-10 07:25:58,49,4,0,own_home,2,3,,14000,monthly,,no,daily,,
1180207250,1992/11/23,M,2014-11-10 22:41:17,1512,2,4,pay_rent,4,2,,2500,daily,,no,few_times_a_week,,
9477378963,1994/2/18,M,2014-11-13 00:55:40,980,5+,1,pay_rent,0,0,,1000,weekly,,no,few_times_a_week,,
5809370917,1993/1/19,F,2014-11-13 09:27:27,1746,2,8,pay_rent,1,0,college,26000,monthly,friend,no,few_times_a_week,long-term,yes
3480756825,1910/12/14,M,2014-11-14 05:14:06,1824,3,0,pay_rent,3,0,,15000,monthly,,no,few_times_a_week,,
7555552124,1988/7/2,M,2014-11-14 09:49:17,537,3,5,pay_rent,0,6,,16000,monthly,other:hi guys ,yes,few_times_a_week,,
9611014004,,M,2014-11-19 22:10:11,63,5+,9,own_home,5+,0,,1000,daily,,no,daily,,
9200350130,,M,2014-11-20 01:04:52,2363,2,3,pay_rent,3,1,,8000,weekly,,no,few_times_a_week,,
9516909367,,M,2014-11-20 07:26:45,1676,1,0,pay_rent,0,0,,1100,daily,,yes,few_times_a_week,,
2609792976,1991/1/28,F,2014-11-24 07:16:50,782,3,2,pay_rent,2,5,,5600,weekly,,yes,few_times_a_month,,
9377789718,,M,2014-11-25 23:43:34,302,0,0,own_home,0,0,,700,daily,,no,few_times_a_week,,
9821765598,1987/11/26,M,2014-11-27 19:04:20,2143,2,11,pay_rent,1,9,,17500,monthly,,no,daily,,
9229511691,,M,2014-11-28 01:56:39,292,3,0,pay_rent,0,8,,700,daily,,no,few_times_a_week,,
4396948561,,M,2014-12-01 23:51:27,511,3,9,pay_rent,1,2,,1200,daily,,no,few_times_a_week,,
7419788148,,M,2014-12-03 01:10:18,1000,2,4,pay_rent,2,6,,25000,monthly,,no,daily,,
6149299222,,F,2014-12-03 08:04:57,225,3,6,pay_rent,0,0,,10000,monthly,,no,few_times_a_week,,
3753586759,,M,2014-12-04 01:25:24,469,5+,10,own_home,2,5,,4500,weekly,,no,daily,,
3278293306,,M,2014-12-04 23:32:40,140,5+,0,own_home,1,8,,18000,monthly,,no,few_times_a_month,,
7258285849,1990/4/23,M,2014-12-05 10:57:26,413,1,0,own_home,4,0,,700,daily,,no,few_times_a_week,,
